level	kind	group	se	cn_mean	nearest_gene	dist_kb
OncotreeLineage	rescued	Lymphoid	USE_2758	1.318	CD84	20
OncotreeLineage	rescued	Testis	USE_21718	1.158	RPIA	2787
OncotreeLineage	rescued	Lymphoid	USE_18198	1.058	FAM210A	74
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_38985	1.24	CPA6	240
OncotreeLineage	rescued	Testis	USE_2301	1.266	FAM72C	140
OncotreeLineage	rescued	Lung	USE_42248	1.057	CACNA1B	68
OncotreeLineage	rescued	Kidney	USE_29990	0.942	SPARCL1	2
OncotreeLineage	rescued	Liver	USE_28895	0.945	LPP	224
OncotreeLineage	rescued	Lung	USE_30289	0.83	INTU	534
OncotreeLineage	rescued	Lung	USE_40635	0.814	MPDZ	251
OncotreeLineage	rescued	Peripheral Nervous System	USE_2847	1.388	RGS5	16
OncotreeLineage	rescued	Lung	USE_1100	1.173	ERI3	4
OncotreeLineage	rescued	Liver	USE_35784	0.998	AHR	0
OncotreeLineage	rescued	Lung	USE_11758	0.94	NALF1	301
OncotreeLineage	rescued	Lymphoid	USE_27739	0.98	CCDC191	1
OncotreeLineage	rescued	Peripheral Nervous System	USE_8561	1.092	TSPAN9	99
OncotreeLineage	rescued	Myeloid	USE_42273	0.82	P2RY8	36
OncotreeLineage	rescued	Peripheral Nervous System	USE_24865	1.129	EDN3	111
OncotreeLineage	rescued	Lymphoid	USE_26689	1.003	RFTN1	104
OncotreeLineage	rescued	Skin	USE_11347	1.074	DIAPH3	664
OncotreeLineage	rescued	Skin	USE_31771	0.948	CMYA5	100
OncotreeLineage	rescued	Skin	USE_10915	1.112	ATP8A2	164
OncotreeLineage	rescued	Lymphoid	USE_24175	1.089	KIF3B	31
OncotreeLineage	rescued	Kidney	USE_11668	0.983	CLYBL	54
OncotreeLineage	rescued	Lymphoid	USE_8592	1.023	KCNA6	11
OncotreeLineage	rescued	Myeloid	USE_18951	0.938	SMIM24	1
OncotreeLineage	rescued	Lymphoid	USE_8230	1.007	SORL1	94
OncotreeLineage	rescued	Bone	USE_38146	1.131	PPP1R3B	205
OncotreeLineage	rescued	Peripheral Nervous System	USE_32904	0.971	NSG2	162
OncotreeLineage	rescued	Myeloid	USE_9949	0.916	TMTC2	54
OncotreeLineage	rescued	Myeloid	USE_30751	1.01	ACSL1	70
OncotreeLineage	rescued	Lung	USE_20187	1.051	EIPR1	435
OncotreeLineage	rescued	Lymphoid	USE_20910	1.015	ATL2	76
OncotreeLineage	rescued	Skin	USE_34755	0.904	HDDC2	50
OncotreeLineage	rescued	Breast	USE_33221	1.144	RREB1	176
OncotreeLineage	rescued	Lymphoid	USE_21240	1.112	BCL11A	140
OncotreeLineage	rescued	Lymphoid	USE_39672	1.11	SAMD12	128
OncotreeLineage	rescued	Breast	USE_6851	1.215	SLC1A2	54
OncotreeLineage	rescued	Head and Neck	USE_9440	1.083	KRT74	10
OncotreeLineage	rescued	Peripheral Nervous System	USE_32619	1.056	HAND1	38
OncotreeLineage	rescued	Bone	USE_36829	1.116	SEMA3D	12
OncotreeLineage	rescued	Lymphoid	USE_26815	0.935	TGFBR2	7
OncotreeLineage	rescued	Lymphoid	USE_2902	1.282	CD247	22
OncotreeLineage	rescued	Bone	USE_2057	1.295	SYT6	75
OncotreeLineage	rescued	Lymphoid	USE_23413	1.002	ALPP	104
OncotreeLineage	rescued	Lymphoid	USE_32226	1.056	SLC22A5	38
OncotreeLineage	rescued	Bone	USE_17717	1.22	SEC14L1	82
OncotreeLineage	rescued	Bowel	USE_34916	1.031	IL20RA	20
OncotreeLineage	rescued	Skin	USE_23285	0.989	SERPINE2	97
OncotreeLineage	rescued	Myeloid	USE_39722	1.39	DEPTOR	103
OncotreeLineage	rescued	Bone	USE_26514	0.889	LMCD1	276
OncotreeLineage	rescued	Lymphoid	USE_22173	0.95	HS6ST1	196
OncotreeLineage	rescued	Lymphoid	USE_32702	1.009	RNF145	128
OncotreeLineage	rescued	Bowel	USE_11817	1.154	RAB20	16
OncotreeLineage	rescued	Lymphoid	USE_18494	1.077	SMAD2	190
OncotreeLineage	rescued	Lymphoid	USE_42630	0.6	ITM2A	99
OncotreeLineage	rescued	Lymphoid	USE_40246	1.069	ZFAT	5
OncotreeLineage	rescued	Bowel	USE_24422	1.24	R3HDML	12
OncotreeLineage	rescued	Lymphoid	USE_18324	1.006	KCTD1	150
OncotreeLineage	rescued	Myeloid	USE_4518	0.985	PRKCQ	32
OncotreeLineage	rescued	Skin	USE_10980	1.106	UBL3	69
OncotreeLineage	rescued	Breast	USE_27179	0.865	CACNA1D	50
OncotreeLineage	rescued	Skin	USE_20390	1.201	TRIB2	229
OncotreeLineage	rescued	Peripheral Nervous System	USE_4547	1.112	GATA3	3
OncotreeLineage	rescued	Lymphoid	USE_42256	0.813	PPP2R3B	10
OncotreeLineage	rescued	Myeloid	USE_39483	1.294	RIMS2	111
OncotreeLineage	rescued	Lymphoid	USE_25884	1.016	GRK3	3
OncotreeLineage	rescued	Lymphoid	USE_18589	1.035	TCF4	21
OncotreeLineage	rescued	Lymphoid	USE_39467	1.226	BAALC	33
OncotreeLineage	rescued	Lymphoid	USE_24366	1.16	TOP1	144
OncotreeLineage	rescued	Peripheral Nervous System	USE_14294	1.123	CHRNB4	8
OncotreeLineage	rescued	Myeloid	USE_4529	0.961	SFMBT2	256
OncotreeLineage	rescued	Lymphoid	USE_36413	1.031	SEC61G	50
OncotreeLineage	rescued	Lymphoid	USE_22768	1.003	ITGA4	46
OncotreeLineage	rescued	Liver	USE_38270	0.919	FGL1	20
OncotreeLineage	rescued	Lymphoid	USE_25568	0.995	DNMT3L	11
OncotreeLineage	rescued	Kidney	USE_23347	1.132	CCL20	41
OncotreeLineage	rescued	Lymphoid	USE_16651	0.982	SLC35G3	20
OncotreeLineage	rescued	Bone	USE_37259	1.126	DNAJB9	199
OncotreeLineage	rescued	Lymphoid	USE_12889	1.01	TSHR	46
OncotreeLineage	rescued	Lymphoid	USE_22278	0.955	CXCR4	90
OncotreeLineage	rescued	Breast	USE_31176	1.436	RAI14	257
OncotreeLineage	rescued	Head and Neck	USE_26217	0.914	RPS19BP1	34
OncotreeLineage	rescued	Peripheral Nervous System	USE_35815	1.19	HDAC9	153
OncotreeLineage	rescued	Lymphoid	USE_29547	1.029	TLR10	14
OncotreeLineage	rescued	Lymphoid	USE_13061	1.003	TCL1B	31
OncotreeLineage	rescued	Peripheral Nervous System	USE_9415	1.106	GALNT6	36
OncotreeLineage	rescued	Cervix	USE_23098	0.269	IKZF2	537
OncotreeLineage	rescued	Lymphoid	USE_30381	0.961	TBC1D9	119
OncotreeLineage	rescued	Myeloid	USE_2234	0.982	FAM72B	47
OncotreeLineage	rescued	Lymphoid	USE_38153	1.001	TNKS	51
OncotreeLineage	rescued	Lymphoid	USE_21105	0.966	EPCAM	55
OncotreeLineage	rescued	Lymphoid	USE_2770	1.296	LY9	22
OncotreeLineage	rescued	Lymphoid	USE_17462	1.055	NOL11	46
OncotreeLineage	rescued	Bone	USE_41712	0.99	PAPPA	154
OncotreeLineage	rescued	Lymphoid	USE_32298	1.037	DCANP1	1
OncotreeLineage	rescued	Breast	USE_17148	1.123	SCPEP1	34
OncotreeLineage	rescued	Lymphoid	USE_24517	1.077	NCOA3	91
OncotreeLineage	rescued	Myeloid	USE_5738	0.98	RRP12	25
OncotreeLineage	rescued	Soft Tissue	USE_27451	1.02	ROBO1	436
OncotreeLineage	rescued	Peripheral Nervous System	USE_42602	0.603	RTL5	5
OncotreeLineage	rescued	Peripheral Nervous System	USE_7470	1.03	CLPB	18
OncotreeLineage	rescued	Lymphoid	USE_32680	1.009	EBF1	503
OncotreeLineage	rescued	Lymphoid	USE_15340	0.985	PHKB	88
OncotreeLineage	rescued	Lymphoid	USE_23830	0.963	LAMP5	64
OncotreeLineage	rescued	Lymphoid	USE_17357	1.093	ICAM2	4
OncotreeLineage	rescued	Bone	USE_7661	0.951	CCDC90B	464
OncotreeLineage	rescued	Lymphoid	USE_29754	0.933	SPINK2	57
OncotreeLineage	rescued	Myeloid	USE_35593	0.992	AMZ1	1
OncotreeLineage	rescued	Bone	USE_9262	1.077	DBX2	151
OncotreeLineage	rescued	Lymphoid	USE_26066	0.904	LARGE1	69
OncotreeLineage	rescued	Myeloid	USE_5038	0.951	RET	130
OncotreeLineage	rescued	Lymphoid	USE_14223	1.014	SCAMP5	13
OncotreeLineage	rescued	Skin	USE_38212	0.765	LONRF1	75
OncotreeLineage	rescued	Soft Tissue	USE_32443	1.029	ARHGAP26	133
OncotreeLineage	rescued	Liver	USE_39327	1.086	SDC2	37
OncotreeLineage	rescued	Lymphoid	USE_31791	1.068	SSBP2	49
OncotreeLineage	rescued	Kidney	USE_23817	1.089	PLCB4	353
OncotreeLineage	rescued	Lymphoid	USE_28163	1.034	GRK7	5
OncotreeLineage	rescued	Lymphoid	USE_8005	1.278	POU2AF1	225
OncotreeLineage	rescued	Bone	USE_1344	1.15	HOOK1	4
OncotreeLineage	rescued	Soft Tissue	USE_31746	1.007	AP3B1	148
OncotreeLineage	rescued	Lymphoid	USE_20391	0.998	TRIB2	793
OncotreeLineage	rescued	Bone	USE_37398	1.006	FEZF1	3
OncotreeLineage	rescued	Myeloid	USE_41282	0.908	GADD45G	69
OncotreeLineage	rescued	Peripheral Nervous System	USE_6142	0.906	TACC2	38
OncotreeLineage	rescued	Bone	USE_42627	0.784	GPR174	64
OncotreeLineage	rescued	Lymphoid	USE_9675	1.043	LEMD3	8
OncotreeLineage	rescued	Lymphoid	USE_27686	0.937	CD96	38
OncotreeLineage	rescued	CNS/Brain	USE_38795	0.977	RP1	97
OncotreeLineage	rescued	CNS/Brain	USE_31975	1.005	NUDT12	203
OncotreeLineage	rescued	Testis	USE_20028	0.825	DPRX	39
OncotreeLineage	rescued	Bone	USE_14604	1.017	NR2F2	727
OncotreeLineage	rescued	Kidney	USE_40124	1.185	GSDMC	40
OncotreeLineage	rescued	Myeloid	USE_29632	1.019	COMMD8	87
OncotreeLineage	rescued	Myeloid	USE_31847	0.874	MEF2C	68
OncotreeLineage	rescued	Lymphoid	USE_1839	0.934	S1PR1	3
OncotreeLineage	rescued	Lymphoid	USE_6763	0.99	WT1	10
OncotreeLineage	rescued	Lymphoid	USE_758	1.056	SPOCD1	46
OncotreeLineage	rescued	Lymphoid	USE_38152	1.001	TNKS	67
OncotreeLineage	rescued	Lymphoid	USE_25814	0.903	VPREB1	1
OncotreeLineage	rescued	Soft Tissue	USE_34154	0.957	TFAP2D	291
OncotreeLineage	rescued	Skin	USE_1589	0.99	PRKACB	84
OncotreeLineage	rescued	Skin	USE_35377	0.877	TBXT	156
OncotreeLineage	rescued	Skin	USE_16972	1.291	ITGB3	11
OncotreeLineage	rescued	Peripheral Nervous System	USE_39247	1.034	TRIQK	132
OncotreeLineage	rescued	Bone	USE_27772	0.766	GAP43	188
OncotreeLineage	rescued	Lymphoid	USE_16808	1.003	KRTAP16-1	0
OncotreeLineage	rescued	Myeloid	USE_15087	0.972	METTL9	90
OncotreeLineage	rescued	Lymphoid	USE_8154	1.133	CD3E	0
OncotreeLineage	rescued	Skin	USE_25672	0.926	GAB4	27
OncotreeLineage	rescued	Bowel	USE_7521	1.073	KCNE3	7
OncotreeLineage	rescued	Lymphoid	USE_31587	1.033	PIK3R1	13
OncotreeLineage	rescued	Myeloid	USE_9632	0.978	DPY19L2	203
OncotreeLineage	rescued	Liver	USE_7164	1.548	SLC22A9	19
OncotreeLineage	rescued	Myeloid	USE_25405	1.337	ERG	22
OncotreeLineage	rescued	Lymphoid	USE_16108	0.94	SLC43A2	5
OncotreeLineage	rescued	Bone	USE_3291	1.297	RGS1	64
OncotreeLineage	rescued	Lymphoid	USE_27242	0.964	PXK	29
OncotreeLineage	rescued	Lung	USE_41365	0.946	BARX1	135
OncotreeLineage	rescued	Myeloid	USE_30830	1.018	AHRR	0
OncotreeLineage	rescued	Lymphoid	USE_40887	1.003	GLIPR2	1
OncotreeLineage	rescued	Breast	USE_7289	1.356	GRK2	28
OncotreeLineage	rescued	Peripheral Nervous System	USE_19148	0.952	ZNF653	13
OncotreeLineage	rescued	Bone	USE_15142	1.008	PRKCB	119
OncotreeLineage	rescued	Lung	USE_6565	0.983	MICAL2	93
OncotreeLineage	rescued	Myeloid	USE_5081	0.955	MSMB	51
OncotreeLineage	rescued	Lymphoid	USE_21051	1.017	PRKCE	190
OncotreeLineage	rescued	Peripheral Nervous System	USE_7467	0.981	PHOX2A	0
OncotreeLineage	rescued	Skin	USE_40770	0.448	CDKN2B	207
OncotreeLineage	rescued	Lymphoid	USE_13163	0.993	RTL1	229
OncotreeLineage	rescued	Peripheral Nervous System	USE_5521	1.076	ZMIZ1	169
OncotreeLineage	rescued	Lymphoid	USE_14950	0.99	ERCC4	407
OncotreeLineage	rescued	Lymphoid	USE_22806	0.911	FSIP2	146
OncotreeLineage	rescued	Bowel	USE_39990	9.498	POU5F1B	105
OncotreeLineage	rescued	CNS/Brain	USE_19428	1.01	ZNF536	221
OncotreeLineage	rescued	Lung	USE_40527	0.896	SMARCA2	212
OncotreeLineage	rescued	Myeloid	USE_36748	0.986	GNAI1	109
OncotreeLineage	rescued	Bowel	USE_21930	1.124	SULT1C2	16
OncotreeLineage	rescued	Lymphoid	USE_32191	0.942	ADAMTS19	105
OncotreeLineage	rescued	CNS/Brain	USE_12068	0.813	FOXG1	3
OncotreeLineage	rescued	Bone	USE_32776	1.179	TENM2	273
OncotreeLineage	rescued	Lymphoid	USE_41800	0.994	CRB2	26
OncotreeLineage	rescued	Lymphoid	USE_25960	1.053	XBP1	13
OncotreeLineage	rescued	Lymphoid	USE_32678	1.009	CLINT1	458
OncotreeLineage	rescued	Kidney	USE_27605	1.028	ZPLD1	197
OncotreeLineage	rescued	Peripheral Nervous System	USE_7473	0.99	PDE2A	81
OncotreeLineage	rescued	Lymphoid	USE_25813	0.903	VPREB1	43
OncotreeLineage	rescued	Peripheral Nervous System	USE_35347	0.83	PACRG	485
OncotreeLineage	rescued	Lung	USE_902	1.014	POU3F1	108
OncotreeLineage	rescued	Lymphoid	USE_1223	1.017	SHISAL2A	16
OncotreeLineage	rescued	Lymphoid	USE_16522	0.992	KSR1	67
OncotreeLineage	rescued	Skin	USE_39485	1.121	RIMS2	197
OncotreeLineage	rescued	Soft Tissue	USE_24861	1.411	EDN3	15
OncotreeLineage	rescued	Myeloid	USE_39531	1.335	ANGPT1	63
OncotreeLineage	rescued	Lymphoid	USE_15853	0.985	MEAK7	0
OncotreeLineage	rescued	Skin	USE_20988	1.078	HAAO	102
OncotreeLineage	rescued	Lymphoid	USE_40187	1.159	TG	42
OncotreeLineage	rescued	Lymphoid	USE_40061	1.34	MYC	483
OncotreeLineage	rescued	Skin	USE_39284	1.16	ESRP1	4
OncotreeLineage	rescued	Myeloid	USE_24265	1.126	CEP250	3
OncotreeLineage	rescued	Lymphoid	USE_29450	0.95	SEL1L3	54
OncotreeLineage	rescued	Lymphoid	USE_42737	0.637	TMEM255A	24
OncotreeLineage	rescued	Ovary/Fallopian Tube	USE_28472	1.367	MECOM	395
OncotreeLineage	rescued	Pancreas	USE_38012	1.033	NCAPG2	268
OncotreeLineage	rescued	Lymphoid	USE_15174	1.048	IL21R	19
OncotreeLineage	rescued	Liver	USE_34269	1.107	PTP4A1	93
OncotreeLineage	rescued	Lymphoid	USE_3013	1.288	FASLG	152
OncotreeLineage	rescued	Myeloid	USE_16952	0.998	LRRC37A	24
OncotreeLineage	rescued	Peripheral Nervous System	USE_40939	1.044	IGFBPL1	3
OncotreeLineage	rescued	Lymphoid	USE_21712	1.015	RPIA	1231
OncotreeLineage	rescued	Lymphoid	USE_39717	1.1	DEPTOR	24
OncotreeLineage	rescued	Bone	USE_18562	0.966	DCC	550
OncotreeLineage	rescued	Testis	USE_1294	1.577	PLPP3	19
OncotreeLineage	rescued	Lymphoid	USE_37632	1.111	MTPN	404
OncotreeLineage	rescued	Skin	USE_29120	1.047	LRCH3	28
OncotreeLineage	rescued	Lymphoid	USE_27951	0.989	PRR20G	68
OncotreeLineage	rescued	Lymphoid	USE_22275	0.955	CXCR4	12
OncotreeLineage	rescued	Lymphoid	USE_21754	1.021	STARD7	28
OncotreeLineage	rescued	Skin	USE_5607	0.915	RNLS	221
OncotreeLineage	rescued	Myeloid	USE_4836	0.963	BAMBI	125
OncotreeLineage	rescued	Lymphoid	USE_16153	0.96	P2RX5	6
OncotreeLineage	rescued	Skin	USE_27505	1.129	EPHA3	116
OncotreeLineage	rescued	Bone	USE_12464	1.075	EXOC5	190
OncotreeLineage	rescued	Lung	USE_39165	1.125	RALYL	369
OncotreeLineage	rescued	Liver	USE_18628	0.811	ALPK2	108
OncotreeLineage	rescued	Bone	USE_19966	0.975	CLEC11A	15
OncotreeLineage	rescued	Skin	USE_3116	1.15	TOR1AIP1	20
OncotreeLineage	rescued	Myeloid	USE_39853	1.44	FER1L6	21
OncotreeLineage	rescued	Peripheral Nervous System	USE_1456	1.052	SGIP1	148
OncotreeLineage	rescued	Lymphoid	USE_975	1.048	SMAP2	2
OncotreeLineage	rescued	Myeloid	USE_6781	0.981	CSTF3	91
OncotreeLineage	rescued	Head and Neck	USE_16816	0.925	KRT14	0
OncotreeLineage	rescued	Peripheral Nervous System	USE_30046	0.995	UNC5C	192
OncotreeLineage	rescued	Myeloid	USE_35067	1.162	ADGB	174
OncotreeLineage	rescued	Skin	USE_32366	1.027	CXXC5	68
OncotreeLineage	rescued	Skin	USE_18619	0.902	NEDD4L	104
OncotreeLineage	rescued	Bone	USE_23275	1.024	AP1S3	47
OncotreeLineage	rescued	CNS/Brain	USE_32302	1.096	NEUROG1	4
OncotreeLineage	rescued	Skin	USE_42608	0.71	HDAC8	5
OncotreeLineage	rescued	Bone	USE_20216	1.012	DCDC2C	815
OncotreeLineage	rescued	Lymphoid	USE_3606	1.277	IL19	11
OncotreeLineage	rescued	Lymphoid	USE_37034	1.163	ZSCAN25	0
OncotreeLineage	rescued	Lymphoid	USE_25551	1.085	RRP1	8
OncotreeLineage	rescued	Lymphoid	USE_13464	0.998	KLF13	54
OncotreeLineage	rescued	Lymphoid	USE_30403	0.971	GAB1	47
OncotreeLineage	rescued	Lymphoid	USE_21340	1.119	SLC1A4	59
OncotreeLineage	rescued	Lymphoid	USE_33193	1.052	FARS2	170
OncotreeLineage	rescued	Bone	USE_908	1.136	RRAGC	120
OncotreeLineage	rescued	Myeloid	USE_21239	1.022	BCL11A	401
OncotreeLineage	rescued	Skin	USE_28620	1.044	TBL1XR1	371
OncotreeLineage	rescued	Testis	USE_8695	2.223	CLEC6A	3
OncotreeLineage	rescued	Peripheral Nervous System	USE_5041	1.022	RET	26
OncotreeLineage	rescued	Skin	USE_22474	1.047	TANC1	47
OncotreeLineage	rescued	Lymphoid	USE_33196	1.052	NRN1	171
OncotreeLineage	rescued	Bone	USE_41241	0.985	DAPK1	120
OncotreeLineage	rescued	Liver	USE_11375	1.002	PCDH9	1491
OncotreeLineage	rescued	Skin	USE_5881	0.882	GSTO2	12
OncotreeLineage	rescued	Lymphoid	USE_2708	1.312	FCRL2	18
OncotreeLineage	rescued	Skin	USE_6619	0.947	SOX6	204
OncotreeLineage	rescued	CNS/Brain	USE_40186	1.013	TG	54
OncotreeLineage	rescued	Myeloid	USE_20503	1.011	CYRIA	172
OncotreeLineage	rescued	Bone	USE_35049	1.008	UTRN	383
OncotreeLineage	rescued	Lymphoid	USE_8757	0.983	ETV6	22
OncotreeLineage	rescued	Myeloid	USE_42026	1.114	FAM78A	2
OncotreeLineage	rescued	Lymphoid	USE_28868	1.116	BCL6	167
OncotreeLineage	rescued	Lymphoid	USE_42272	0.813	P2RY8	29
OncotreeLineage	rescued	Skin	USE_31308	1.033	GHR	168
OncotreeLineage	rescued	Lymphoid	USE_41797	0.994	CRB2	45
OncotreeLineage	rescued	Lymphoid	USE_5635	0.942	KIF20B	309
OncotreeLineage	rescued	Bone	USE_9814	1.033	TSPAN8	91
OncotreeLineage	rescued	CNS/Brain	USE_33294	1.021	SMIM13	80
OncotreeLineage	rescued	Skin	USE_23867	1.226	JAG1	390
OncotreeLineage	rescued	Bone	USE_28706	1.021	SOX2	470
OncotreeLineage	rescued	Myeloid	USE_33213	1.117	LY86	103
OncotreeLineage	rescued	Lymphoid	USE_11831	0.938	ARHGEF7	28
OncotreeLineage	rescued	Lymphoid	USE_26774	0.985	OXSM	316
OncotreeLineage	rescued	Lymphoid	USE_11973	1.036	DAD1	25
OncotreeLineage	rescued	Lymphoid	USE_6464	0.958	OLFML1	10
OncotreeLineage	rescued	Esophagus/Stomach	USE_4843	1.103	LYZL1	310
OncotreeLineage	rescued	CNS/Brain	USE_40251	0.972	ZFAT	139
OncotreeLineage	rescued	Myeloid	USE_5124	0.945	WDFY4	33
OncotreeLineage	rescued	Lymphoid	USE_20053	0.983	LAIR1	2
OncotreeLineage	rescued	Skin	USE_38732	1.317	SNAI2	160
OncotreeLineage	rescued	Lymphoid	USE_39384	1.161	COX6C	174
OncotreeLineage	rescued	Peripheral Nervous System	USE_7142	1.064	SCGB1A1	15
OncotreeLineage	rescued	Skin	USE_26040	0.866	SLC5A4	7
OncotreeLineage	rescued	Lymphoid	USE_36386	1.156	IKZF1	55
OncotreeLineage	rescued	Bowel	USE_10951	6.288	CDX2	3
OncotreeLineage	rescued	Peripheral Nervous System	USE_40050	0.992	MYC	310
OncotreeLineage	rescued	Skin	USE_31946	1.074	RGMB	280
OncotreeLineage	rescued	Lymphoid	USE_16298	0.845	MYOCD	225
OncotreeLineage	rescued	Lymphoid	USE_16070	0.917	RFLNB	25
OncotreeLineage	rescued	Peripheral Nervous System	USE_15451	1.035	SLC6A2	19
OncotreeLineage	rescued	Lymphoid	USE_34429	0.932	RNGTT	171
OncotreeLineage	rescued	Lymphoid	USE_32203	0.986	CDC42SE2	55
OncotreeLineage	rescued	Bone	USE_30555	1.012	RAPGEF2	548
OncotreeLineage	rescued	Bone	USE_29977	0.895	PTPN13	148
OncotreeLineage	rescued	Myeloid	USE_42934	0.287	KDM5D	138
OncotreeLineage	rescued	Skin	USE_2799	0.998	FCGR2A	21
OncotreeLineage	rescued	Skin	USE_7718	0.987	RAB38	7
OncotreeLineage	rescued	Bone	USE_1513	1.051	NEGR1	866
OncotreeLineage	rescued	Myeloid	USE_1702	1.069	GFI1	26
OncotreeLineage	rescued	Lymphoid	USE_10218	0.971	SYCP3	6
OncotreeLineage	rescued	Myeloid	USE_3281	1.169	RGS18	348
OncotreeLineage	rescued	Bone	USE_7739	0.958	FAT3	1058
OncotreeLineage	rescued	Lymphoid	USE_14875	1.052	USP7	127
OncotreeLineage	rescued	Lymphoid	USE_5412	0.994	CAMK2G	18
OncotreeLineage	rescued	Lymphoid	USE_33380	1.084	CD83	321
OncotreeLineage	rescued	Myeloid	USE_5115	0.96	ARHGAP22	60
OncotreeLineage	rescued	Lymphoid	USE_18938	1.092	ZNF556	13
OncotreeLineage	rescued	Lymphoid	USE_24198	1.11	SUN5	19
OncotreeLineage	rescued	Eye	USE_18031	1.098	L3MBTL4	70
OncotreeLineage	rescued	Bone	USE_26800	0.88	TGFBR2	615
OncotreeLineage	rescued	Bowel	USE_6394	1.142	TH	34
OncotreeLineage	rescued	Lymphoid	USE_10055	1.038	PLEKHG7	276
OncotreeLineage	rescued	Lymphoid	USE_21114	0.963	MSH6	58
OncotreeLineage	rescued	Peripheral Nervous System	USE_42102	1.062	FAM163B	1
OncotreeLineage	rescued	Peripheral Nervous System	USE_38198	0.989	DEFB136	24
OncotreeLineage	rescued	Myeloid	USE_3528	1.191	NFASC	57
OncotreeLineage	rescued	Soft Tissue	USE_41119	1.008	PRUNE2	57
OncotreeLineage	rescued	Lymphoid	USE_14451	0.991	MRPL46	63
OncotreeLineage	rescued	Soft Tissue	USE_32939	1.052	FAM153B	34
OncotreeLineage	rescued	Lymphoid	USE_930	1.003	BMP8A	1
OncotreeLineage	rescued	Peripheral Nervous System	USE_34354	1.032	ELOVL4	126
OncotreeLineage	rescued	Lymphoid	USE_27620	0.915	ALCAM	948
OncotreeLineage	rescued	Breast	USE_12685	1.058	ZFP36L1	228
OncotreeLineage	rescued	Skin	USE_23247	0.968	FARSB	11
OncotreeLineage	rescued	Lymphoid	USE_24812	1.11	PMEPA1	1
OncotreeLineage	rescued	Soft Tissue	USE_40498	0.983	DOCK8	32
OncotreeLineage	rescued	Lymphoid	USE_26327	0.963	RTL6	38
OncotreeLineage	rescued	Lymphoid	USE_41758	1.03	TRAF1	18
OncotreeLineage	rescued	Skin	USE_6866	1.027	LDLRAD3	95
OncotreeLineage	rescued	Peripheral Nervous System	USE_20892	1.261	RMDN2	138
OncotreeLineage	rescued	Peripheral Nervous System	USE_34776	0.97	C6orf58	38
OncotreeLineage	rescued	Skin	USE_38220	0.737	TRMT9B	107
OncotreeLineage	rescued	Bone	USE_10146	1.042	SNRPF	53
OncotreeLineage	rescued	Skin	USE_20271	1.109	KIDINS220	25
OncotreeLineage	rescued	Soft Tissue	USE_16269	0.799	NTN1	68
OncotreeLineage	rescued	Bone	USE_36057	1.115	NEUROD6	4
OncotreeLineage	rescued	Myeloid	USE_28006	0.977	PLXND1	0
OncotreeLineage	rescued	Myeloid	USE_16837	1.079	STAT5A	11
OncotreeLineage	rescued	Lung	USE_23805	1.177	HAO1	208
OncotreeLineage	rescued	Myeloid	USE_12714	0.99	SUSD6	38
OncotreeLineage	rescued	Lymphoid	USE_16009	0.987	CBFA2T3	54
OncotreeLineage	rescued	Kidney	USE_23816	1.089	PLCB1	337
OncotreeLineage	rescued	Skin	USE_37963	1.339	SHH	36
OncotreeLineage	rescued	Peripheral Nervous System	USE_32953	0.983	UNC5A	4
OncotreeLineage	rescued	Myeloid	USE_28007	0.977	PLXND1	3
OncotreeLineage	rescued	Lung	USE_11757	0.94	NALF1	304
OncotreeLineage	rescued	Lymphoid	USE_21433	1.084	BMP10	56
OncotreeLineage	rescued	Bone	USE_37187	1.104	ATXN7L1	47
OncotreeLineage	rescued	Testis	USE_38010	0.969	PTPRN2	258
OncotreeLineage	rescued	Peripheral Nervous System	USE_13243	0.958	KIF26A	36
OncotreeLineage	rescued	Bone	USE_12250	0.975	CLEC14A	272
OncotreeLineage	rescued	Peripheral Nervous System	USE_40371	1.065	PTP4A3	119
OncotreeLineage	rescued	Lymphoid	USE_10013	1.027	ATP2B1	223
OncotreeLineage	rescued	Myeloid	USE_40295	1.329	FAM135B	121
OncotreeLineage	rescued	Lymphoid	USE_11254	0.968	RCBTB2	11
OncotreeLineage	rescued	Head and Neck	USE_30864	1.485	SLC6A19	3
OncotreeLineage	rescued	Head and Neck	USE_3404	1.235	PKP1	24
OncotreeLineage	rescued	Myeloid	USE_9247	0.967	ADAMTS20	28
OncotreeLineage	rescued	Lymphoid	USE_22762	0.992	UBE2E3	111
OncotreeLineage	rescued	Peripheral Nervous System	USE_144	0.736	DNAJC11	282
OncotreeLineage	rescued	Lymphoid	USE_3042	1.186	GPR52	123
OncotreeLineage	rescued	Lymphoid	USE_15815	0.983	CMIP	76
OncotreeLineage	rescued	Lymphoid	USE_34876	1.011	HBS1L	76
OncotreeLineage	rescued	Bone	USE_38744	1.281	SNTG1	553
OncotreeLineage	rescued	Lymphoid	USE_38032	1.119	VIPR2	35
OncotreeLineage	rescued	Lung	USE_36178	1.283	POU6F2	154
OncotreeLineage	rescued	Lymphoid	USE_14071	1.048	CALML4	9
OncotreeLineage	rescued	Lymphoid	USE_40912	1.037	ZCCHC7	91
OncotreeLineage	rescued	Lung	USE_16132	0.97	METTL16	22
OncotreeLineage	rescued	Lymphoid	USE_42766	0.656	ELF4	0
OncotreeLineage	rescued	Lymphoid	USE_12442	0.989	PELI2	59
