srx	cell_class	cell	cvcl	model_id	lineage	subtype	has_cn	has_dep	qc_pass	reads	pct_mapped	pct_dup	n_peaks
SRX17360434	Others	Tumor					0	0	1	33134925	97.4	10.9	24617
SRX17360435	Unclassified	Unclassified					0	0	1	33339641	93.3	8.1	25707
SRX17360436	Others	Tumor					0	0	1	30478696	95.5	6.9	27050
SRX17360437	Others	Tumor					0	0	1	29076679	96.2	7.3	27121
SRX17360438	Others	Tumor					0	0	1	40614303	94.8	7.8	37012
SRX17360439	Others	Tumor					0	0	1	40129643	95.9	3.7	29539
SRX17360440	Others	Tumor					0	0	1	40897715	94.3	7.2	34621
SRX17360441	Others	Tumor					0	0	1	36557957	89.9	9.1	29823
SRX17360449	Others	Tumor					0	0	1	36241310	73.3	5.3	23632
SRX17360450	Others	Tumor					0	0	1	34832826	82.7	4.9	36784
SRX17360451	Unclassified	Unclassified					0	0	1	34657863	95.5	4.1	15709
SRX17360452	Others	Tumor					0	0	1	29169311	95.2	5.3	20427
SRX17360453	Unclassified	Unclassified					0	0	1	39358989	90.8	6.1	27813
SRX17360454	Others	Tumor					0	0	1	27783769	87.1	4.8	23279
SRX17360455	Others	Tumor					0	0	1	39564066	93.2	9.3	27086
SRX17360456	Others	Tumor					0	0	1	32057845	97.6	9.5	14584
SRX17360457	Others	Tumor					0	0	1	29851494	93.5	15.3	26019
SRX17380076	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	55207568	95.2	2.9	16462
SRX17380077	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	61686944	97.5	3.5	16590
SRX17380078	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	63327524	97.5	3.0	9975
SRX17380079	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	0	64501390	97.7	2.7	407
SRX17380084	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	13053036	93.1	1.8	3193
SRX17380085	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	11513184	96.0	1.3	1734
SRX17380086	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	1	15190017	96.7	1.3	1439
SRX17380087	Uterus	HeLa	CVCL_0030	ACH-001086	Cervix	Endocervical Adenocarcinoma	0	0	0	16711507	91.8	0.9	173
SRX17426976	Others	MEFX 2090					0	0	1	39162565	97.4	16.2	44971
SRX17426977	Others	MEFX 2090					0	0	1	42423642	96.3	14.8	46062
SRX17426984	Others	MEFX 2090					0	0	1	46036606	97.2	15.0	46056
SRX17426986	Others	MEFX 2090					0	0	1	45052173	96.2	14.6	43354
SRX17428237	Neural	BT869	CVCL_C1MH				0	0	1	36948716	91.0	26.9	34011
SRX17428238	Neural	BT869	CVCL_C1MH				0	0	1	40056605	89.5	26.9	37253
SRX17443993	Others	A-253	CVCL_1060	ACH-000740	Head and Neck	Oral Cavity Squamous Cell Carcinoma	1	1	1	17586556	99.0	5.1	29415
SRX17443994	Others	A-253	CVCL_1060	ACH-000740	Head and Neck	Oral Cavity Squamous Cell Carcinoma	1	1	1	32358901	98.5	10.6	47709
SRX1745727	Uterus	Endometrial Stromal Tumors					0	0	1	23175814	96.6	4.1	33780
SRX1745731	Uterus	Endometrial Stromal Tumors					0	0	1	32025533	98.5	9.9	47219
SRX1745735	Uterus	Endometrial Stromal Tumors					0	0	1	25380006	93.8	4.0	26799
SRX1745741	Uterus	Endometrial Stromal Tumors					0	0	1	20390107	95.6	2.3	18742
SRX1745745	Uterus	Endometrial Stromal Tumors					0	0	1	23442310	94.1	10.6	35269
SRX17473206	Neural	NBL-S	CVCL_2136				0	0	1	27026346	98.1	5.4	24457
SRX17473207	Neural	NBL-S	CVCL_2136				0	0	1	24758351	97.7	4.8	21615
SRX17473208	Neural	NBL-S	CVCL_2136				0	0	1	23184082	97.5	5.6	26276
SRX17473209	Neural	NBL-S	CVCL_2136				0	0	1	23012635	97.7	5.2	24523
SRX17473210	Neural	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma	1	1	1	23996708	97.6	9.6	21778
SRX17473211	Neural	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma	1	1	1	25681045	97.7	9.0	19580
SRX17473212	Neural	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma	1	1	1	20230626	97.0	8.2	15334
SRX17473213	Neural	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma	1	1	1	25746841	95.9	8.6	16683
SRX17473214	Neural	LA1-55n	CVCL_2548				0	0	1	22179402	97.6	7.7	20035
SRX17473215	Neural	LA1-55n	CVCL_2548				0	0	1	23408684	97.6	7.8	20213
SRX17473216	Neural	LA1-55n	CVCL_2548				0	0	1	24249128	97.7	7.9	12279
SRX17473217	Neural	LA1-55n	CVCL_2548				0	0	1	25457525	98.3	8.3	13653
SRX17473218	Neural	LA1-5s	CVCL_2549				0	0	1	22768626	98.2	10.1	27662
SRX17473219	Neural	LA1-5s	CVCL_2549				0	0	1	23999908	98.1	10.5	28405
SRX17473220	Neural	LA1-5s	CVCL_2549				0	0	1	23196013	97.5	6.9	21081
SRX17473221	Neural	LA1-5s	CVCL_2549				0	0	1	22936401	97.7	7.2	23287
SRX17473226	Neural	SH-EP	CVCL_0524				0	0	1	17790042	91.7	9.3	27240
SRX17473227	Neural	SH-EP	CVCL_0524				0	0	1	19028546	93.2	9.6	28334
SRX17473228	Neural	SH-EP	CVCL_0524				0	0	1	19288421	94.5	6.7	23346
SRX17473229	Neural	SH-EP	CVCL_0524				0	0	1	24698013	94.2	7.7	25342
SRX17473254	Neural	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma	1	1	1	20330591	93.5	12.0	31619
SRX17473255	Neural	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma	1	1	1	21484557	92.3	10.1	30916
SRX17473256	Neural	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma	1	1	1	25047986	94.8	9.4	33934
SRX17473257	Neural	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma	1	1	1	24762818	92.7	5.9	24852
SRX17473258	Neural	NBL-W N	CVCL_9900				0	0	1	25592384	93.9	12.2	22259
SRX17473259	Neural	NBL-W N	CVCL_9900				0	0	1	22364935	92.9	14.0	22314
SRX17473260	Neural	NBL-W N	CVCL_9900				0	0	1	18143829	94.8	10.3	10652
SRX17473261	Neural	NBL-W N	CVCL_9900				0	0	1	21927064	94.4	10.6	11962
SRX17473262	Neural	NBL-W S	CVCL_9901				0	0	1	23763773	93.9	14.1	31619
SRX17473263	Neural	NBL-W S	CVCL_9901				0	0	1	25570012	93.5	14.5	32889
SRX17473264	Neural	NBL-W S	CVCL_9901				0	0	1	24017363	94.7	9.0	19517
SRX17473265	Neural	NBL-W S	CVCL_9901				0	0	1	24120891	94.4	13.8	32201
SRX17491549	Uterus	L-02	CVCL_6926				0	0	1	123870929	93.6	20.6	68211
SRX17491552	Liver	PLC/PRF/5	CVCL_0485	ACH-001318	Liver	Hepatocellular Carcinoma	1	1	1	41518626	94.2	14.1	21221
SRX17496801	Others	JN-DSRCT-1	CVCL_9W68				0	0	1	21092340	89.3	19.5	37848
SRX17496807	Others	JN-DSRCT-1	CVCL_9W68				0	0	1	27652075	97.3	16.5	57702
SRX17496808	Others	JN-DSRCT-1	CVCL_9W68				0	0	1	21249397	87.9	11.5	38132
SRX17496816	Others	JN-DSRCT-1	CVCL_9W68				0	0	1	24431435	97.3	14.4	51533
SRX17496817	Others	JN-DSRCT-1	CVCL_9W68				0	0	1	21935065	87.9	14.0	39119
SRX17496827	Others	MeT-5A	CVCL_3749				0	0	1	19905145	98.2	20.5	55028
SRX17496828	Others	MeT-5A	CVCL_3749				0	0	1	25126363	98.7	16.9	49089
SRX17496829	Others	MeT-5A	CVCL_3749				0	0	1	22158369	98.2	14.3	48485
SRX17496830	Others	MeT-5A	CVCL_3749				0	0	1	18598413	98.0	12.3	44634
SRX17496831	Others	MeT-5A	CVCL_3749				0	0	1	22446468	98.0	19.5	46359
SRX17496832	Others	MeT-5A	CVCL_3749				0	0	1	21842037	98.0	15.1	47000
SRX17496842	Others	MeT-5A	CVCL_3749				0	0	1	25235266	98.0	13.6	67297
SRX17496843	Others	MeT-5A	CVCL_3749				0	0	1	21724057	98.0	25.1	52348
SRX17496844	Others	MeT-5A	CVCL_3749				0	0	1	28247812	98.7	14.1	57945
SRX17496845	Others	MeT-5A	CVCL_3749				0	0	1	26819995	98.5	13.5	53271
SRX17496850	Others	MeT-5A	CVCL_3749				0	0	1	24977572	97.9	14.1	59386
SRX17496851	Others	MeT-5A	CVCL_3749				0	0	1	25624386	98.3	12.7	49916
SRX17496860	Others	MeT-5A	CVCL_3749				0	0	1	25509397	97.9	16.9	54009
SRX17496861	Others	MeT-5A	CVCL_3749				0	0	1	24935098	98.0	17.1	52478
SRX17496864	Others	MeT-5A	CVCL_3749				0	0	1	18803629	97.7	13.1	46023
SRX17496865	Others	MeT-5A	CVCL_3749				0	0	1	23591657	98.0	16.5	50930
SRX17496868	Others	MeT-5A	CVCL_3749				0	0	1	20376542	98.1	13.3	46519
SRX17496869	Others	MeT-5A	CVCL_3749				0	0	1	20545567	98.2	13.0	47212
SRX17496870	Others	MeT-5A	CVCL_3749				0	0	1	18811473	97.8	12.6	45487
SRX17496871	Others	MeT-5A	CVCL_3749				0	0	1	21248703	98.2	12.8	48871
SRX17537536	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	43918475	89.4	17.2	1378
SRX17537537	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	46240020	94.1	11.6	1599
SRX17537538	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	42364552	93.4	11.8	37099
SRX17537539	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	59051380	94.9	13.8	31557
SRX17537540	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	47819422	91.5	11.9	1550
SRX17537541	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	51266097	92.0	11.3	1694
SRX17537542	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	40946160	94.6	19.4	35981
SRX17537543	Lung	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma	1	1	1	51460493	94.5	12.9	35805
SRX17567502	Epidermis	A-375	CVCL_0132	ACH-000219	Skin	Melanoma	1	1	1	57709293	91.6	15.8	42179
SRX17567504	Epidermis	A-375	CVCL_0132	ACH-000219	Skin	Melanoma	1	1	1	63040150	92.0	17.0	48520
SRX1756882	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	40661380	99.9	10.8	37588
SRX1756890	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	22902739	96.8	3.1	16933
SRX1756898	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	31684006	98.9	12.0	34998
SRX1756906	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	33513703	96.9	7.7	32791
SRX1756914	Lung	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma	1	1	1	20024228	98.8	3.1	15312
SRX17579966	Others	Xenograft					0	0	1	19768924	68.3	9.6	27866
SRX17579974	Pancreas	L3.6	CVCL_D7B3				0	0	1	17217955	93.9	11.8	25550
SRX17579975	Pancreas	L3.6	CVCL_D7B3				0	0	1	16021874	94.3	8.9	22549
SRX17579976	Pancreas	L3.6	CVCL_D7B3				0	0	1	18264686	92.5	9.7	26225
SRX17579977	Pancreas	L3.6	CVCL_D7B3				0	0	1	17596964	93.5	8.3	22956
SRX1759189	Epidermis	Dermal fibroblast					0	0	1	61121897	98.0	7.7	71220
SRX1759190	Epidermis	Dermal fibroblast					0	0	1	45362179	97.7	10.1	72836
SRX1759191	Epidermis	Dermal fibroblast					0	0	1	45857876	97.8	11.6	80069
SRX1759192	Epidermis	Dermal fibroblast					0	0	1	39441120	96.7	13.9	78382
SRX17608300	Others	T24	CVCL_0554	ACH-000018	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	1	1	1	87083250	99.0	6.2	33984
SRX17608302	Others	HT-1376	CVCL_1292	ACH-000724	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	1	1	1	122984630	98.7	6.2	32352
SRX17608304	Others	5637	CVCL_0126	ACH-000905	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	1	1	1	92622358	99.0	10.6	63702
SRX17608306	Others	J82	CVCL_0359	ACH-000396	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	0	1	1	83528695	98.9	4.1	3927
SRX17608308	Others	RT-112	CVCL_1670	ACH-000473	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	1	1	1	15048371	82.1	21.4	3574
SRX17608310	Others	RT4	CVCL_0036	ACH-000242	Bladder/Urinary Tract	Bladder Urothelial Carcinoma	0	1	1	66779554	99.1	4.7	18081
SRX1761289	Blood	CD34+					0	0	1	40316329	100.0	7.9	10736
SRX1761296	Blood	Acute myeloid leukemia					0	0	1	42456207	100.0	10.4	10373
SRX1761299	Blood	Acute myeloid leukemia					0	0	1	32302641	100.0	7.8	5995
SRX1761303	Blood	Acute myeloid leukemia					0	0	1	33931561	100.0	7.7	10419
SRX17620140	Kidney	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma	1	1	0	23316976	98.3	5.0	451
SRX17620141	Kidney	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma	1	1	0	23125333	98.3	5.0	455
SRX17620142	Kidney	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma	1	1	0	22390469	98.3	4.7	499
SRX17620143	Kidney	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma	1	1	0	22140970	98.1	5.2	444
SRX17620144	Kidney	786-O	CVCL_1051	ACH-000649	Kidney	Renal Clear Cell Carcinoma	1	1	0	24052860	98.1	5.4	639
SRX17642221	Pluripotent stem cell	hESC derived cardiac cells					0	0	1	23341847	91.8	18.1	20698
SRX17642222	Pluripotent stem cell	hESC derived cardiac cells					0	0	1	23630720	93.3	17.4	14909
SRX17658285	Kidney	RMC-2C	CVCL_B3PS				0	0	1	42507612	97.7	17.4	26538
SRX17658286	Kidney	RMC-2C	CVCL_B3PS				0	0	1	46343953	98.2	17.1	42250
SRX176874	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	30353882	97.5	16.5	57295
SRX176875	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	26963775	92.3	14.2	62572
SRX176876	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	29552919	97.0	15.2	58890
SRX176877	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	30064484	97.6	15.2	71557
SRX17698134	Breast	HCC1599	CVCL_1256	ACH-000196	Breast	Breast Invasive Ductal Carcinoma	1	0	1	28341325	96.0	37.5	17444
SRX17722619	Blood	OCI-AML2	CVCL_1619	ACH-000113	Myeloid	Acute Myeloid Leukemia	1	1	0	4286929	82.0	21.8	3671
SRX17722620	Blood	OCI-AML2	CVCL_1619	ACH-000113	Myeloid	Acute Myeloid Leukemia	1	1	0	2996552	92.9	22.7	9199
SRX17722621	Blood	OCI-AML2	CVCL_1619	ACH-000113	Myeloid	Acute Myeloid Leukemia	1	1	0	4108873	89.2	20.3	9332
SRX1772403	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	21727520	98.7	14.7	27063
SRX1772404	Breast	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma	1	1	1	34690898	98.8	20.7	37590
SRX17737117	Pluripotent stem cell	iPS cells					0	0	1	75833520	89.8	20.1	26861
SRX17737118	Pluripotent stem cell	iPS cells					0	0	1	84661358	90.1	18.5	25261
SRX17737119	Pluripotent stem cell	iPS cells					0	0	1	63026640	91.8	16.3	22641
SRX17794426	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	23060946	94.4	4.0	4171
SRX17794427	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	28611014	98.2	4.4	21250
SRX17794428	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	20672100	94.0	5.6	23115
SRX17794429	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	36163904	98.0	4.4	17789
SRX17794430	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	26794028	96.1	8.6	38297
SRX17794431	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	30801778	98.1	4.4	14562
SRX17794432	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	22102957	94.7	8.0	36261
SRX17794433	Prostate	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma	1	1	1	24936233	98.0	4.5	18196
