srx	cell	cvcl	model_id	lineage	subtype
SRX17215534	SUP-M2	CVCL_2209	ACH-000226	Lymphoid	Anaplastic Large-Cell Lymphoma ALK Positive
SRX1734377	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX1734378	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX1735804	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX1735812	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX17443993	A-253	CVCL_1060	ACH-000740	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX17443994	A-253	CVCL_1060	ACH-000740	Head and Neck	Oral Cavity Squamous Cell Carcinoma
SRX17473210	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17473211	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17473212	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17473213	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17473254	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17473255	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17473256	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17473257	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17491552	PLC/PRF/5	CVCL_0485	ACH-001318	Liver	Hepatocellular Carcinoma
SRX17537536	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537537	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537538	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537539	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537540	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537541	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537542	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17537543	NCI-H460	CVCL_0459	ACH-000463	Lung	Large Cell Lung Carcinoma
SRX17567502	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX17567504	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX1756882	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX1756890	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX1756898	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX1756906	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX1756914	NCI-H1299	CVCL_0060	ACH-000510	Lung	Large Cell Lung Carcinoma
SRX17608300	T24	CVCL_0554	ACH-000018	Bladder/Urinary Tract	Bladder Urothelial Carcinoma
SRX17608302	HT-1376	CVCL_1292	ACH-000724	Bladder/Urinary Tract	Bladder Urothelial Carcinoma
SRX17608304	5637	CVCL_0126	ACH-000905	Bladder/Urinary Tract	Bladder Urothelial Carcinoma
SRX17608308	RT-112	CVCL_1670	ACH-000473	Bladder/Urinary Tract	Bladder Urothelial Carcinoma
SRX176874	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX176875	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX176876	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX176877	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX17698134	HCC1599	CVCL_1256	ACH-000196	Breast	Breast Invasive Ductal Carcinoma
SRX1772403	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1772404	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX17794426	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794427	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794428	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794429	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794430	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794431	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794432	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17794433	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX17796416	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
SRX17796417	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
SRX17796418	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
SRX17796419	GI-ME-N	CVCL_1232	ACH-001344	Peripheral Nervous System	Neuroblastoma
SRX17833897	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17833898	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17833899	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17833900	HAP1	CVCL_Y019	ACH-002475	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX17846504	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX17846506	SMS-CTR	CVCL_A770	ACH-001196	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX17846533	RH-30	CVCL_0041	ACH-000833	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX17846535	SMS-CTR	CVCL_A770	ACH-001196	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX17940126	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX17940127	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX17940128	OCI-AML2	CVCL_1619	ACH-000113	Myeloid	Acute Myeloid Leukemia
SRX1794270	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1794271	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1794286	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1794287	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1795464	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1795465	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1795467	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1795468	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX17984451	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984452	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984453	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984454	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984455	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984456	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984457	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984458	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984459	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984460	SK-N-BE(2)	CVCL_0528	ACH-000312	Peripheral Nervous System	Neuroblastoma
SRX17984461	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984462	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984463	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984464	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984465	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984466	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984467	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984468	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984469	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984470	IMR-32	CVCL_0346	ACH-000310	Peripheral Nervous System	Neuroblastoma
SRX17984471	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984490	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984491	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984492	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984493	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984494	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984495	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984496	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984497	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX17984498	SH-SY5Y	CVCL_0019	ACH-001188	Peripheral Nervous System	Neuroblastoma
SRX18014934	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX18014935	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX1813535	MV-4-11	CVCL_0064	ACH-000045	Myeloid	Acute Myeloid Leukemia
SRX1829872	A-375	CVCL_0132	ACH-000219	Skin	Melanoma
SRX18348441	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348443	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348445	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348447	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348449	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348451	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348453	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348455	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348457	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348459	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348461	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348463	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348465	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348467	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348469	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348471	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348473	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348475	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348477	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348479	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348481	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18348483	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18455090	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX18455091	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX18458581	Rh-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX18458582	Rh-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX1847637	KATO III	CVCL_0371	ACH-000793	Esophagus/Stomach	Signet Ring Cell Carcinoma of the Stomach
SRX18520365	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX18520367	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX18520369	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX18520371	HT-29	CVCL_0320	ACH-000552	Bowel	Colon Adenocarcinoma
SRX186658	DND-41	CVCL_2022	ACH-000981	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX186689	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX186774	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX18703145	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX18703148	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX18703154	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX18703158	U2OS	CVCL_0042	ACH-000364	Bone	Osteosarcoma
SRX1878885	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX1878894	Rh-4	CVCL_5916	ACH-001765	Soft Tissue	Alveolar Rhabdomyosarcoma
SRX18799677	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX18799678	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX18799685	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
SRX18840462	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX18840463	MOLM-13	CVCL_2119	ACH-000362	Myeloid	Acute Myeloid Leukemia
SRX1892832	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX1892833	LoVo	CVCL_0399	ACH-000950	Bowel	Colon Adenocarcinoma
SRX18955857	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX18955858	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX18955859	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX18955860	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX18955861	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX18955862	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX19061152	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX19061153	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX19061154	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX19061155	MIA Paca-2	CVCL_0428	ACH-000601	Pancreas	Pancreatic Adenocarcinoma
SRX19295954	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma
SRX19295956	DU 145	CVCL_0105	ACH-000979	Prostate	Prostate Adenocarcinoma
SRX19303281	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19303282	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19303283	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19303284	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19303285	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19303286	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19371710	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19371711	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19371714	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19371715	A549	CVCL_0023	ACH-000681	Lung	Lung Adenocarcinoma
SRX19417275	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417276	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417277	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417278	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417279	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417280	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417281	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417282	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417283	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19417284	KARPAS-422	CVCL_1325	ACH-000315	Lymphoid	Diffuse Large B-Cell Lymphoma, NOS
SRX19471792	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX19471793	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX19471798	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX19471799	Jurkat	CVCL_0065	ACH-000995	Lymphoid	T-Lymphoblastic Leukemia/Lymphoma
SRX19495911	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX19495912	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX19495913	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX19495914	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX19553546	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX19553547	Kasumi-1	CVCL_0589	ACH-000263	Myeloid	Acute Myeloid Leukemia
SRX19612394	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX19612395	OCI-AML3	CVCL_1844	ACH-000336	Myeloid	Acute Myeloid Leukemia
SRX1962091	RD	CVCL_1649	ACH-000169	Soft Tissue	Embryonal Rhabdomyosarcoma
SRX19742233	K-562	CVCL_0004	ACH-000551	Myeloid	Chronic Myeloid Leukemia, BCR-ABL1+
SRX1997967	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1997968	MCF-7	CVCL_0031	ACH-000019	Breast	Invasive Breast Carcinoma
SRX1997985	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX1997986	ZR-75-1	CVCL_0588	ACH-000097	Breast	Breast Invasive Ductal Carcinoma
SRX1998003	MDA-MB-361	CVCL_0620	ACH-000934	Breast	Invasive Breast Carcinoma
SRX1998004	MDA-MB-361	CVCL_0620	ACH-000934	Breast	Invasive Breast Carcinoma
SRX1998022	UACC-812	CVCL_1781	ACH-000568	Breast	Breast Invasive Lobular Carcinoma
SRX1998023	UACC-812	CVCL_1781	ACH-000568	Breast	Breast Invasive Lobular Carcinoma
SRX1998040	SK-BR-3	CVCL_0033	ACH-000017	Breast	Invasive Breast Carcinoma
SRX1998041	SK-BR-3	CVCL_0033	ACH-000017	Breast	Invasive Breast Carcinoma
SRX1998058	AU565	CVCL_1074	ACH-000248	Breast	Invasive Breast Carcinoma
SRX1998059	AU565	CVCL_1074	ACH-000248	Breast	Invasive Breast Carcinoma
SRX1998076	HCC1954	CVCL_1259	ACH-000859	Breast	Breast Ductal Carcinoma In Situ
SRX1998077	HCC1954	CVCL_1259	ACH-000859	Breast	Breast Ductal Carcinoma In Situ
SRX1998094	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1998095	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX1998112	MDA-MB-436	CVCL_0623	ACH-000573	Breast	Breast Invasive Carcinoma, NOS
SRX1998113	MDA-MB-436	CVCL_0623	ACH-000573	Breast	Breast Invasive Carcinoma, NOS
SRX1998130	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX1998131	MDA-MB-468	CVCL_0419	ACH-000849	Breast	Invasive Breast Carcinoma
SRX1998148	HCC1937	CVCL_0290	ACH-000223	Breast	Breast Invasive Ductal Carcinoma
SRX1998149	HCC1937	CVCL_0290	ACH-000223	Breast	Breast Invasive Ductal Carcinoma
SRX20022372	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022373	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022374	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022375	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022376	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022377	BT-549	CVCL_1092	ACH-000288	Breast	Breast Invasive Carcinoma, NOS
SRX20022378	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20022379	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20022380	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20022381	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20022382	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20022383	Hs 578T	CVCL_0332	ACH-000148	Breast	Breast Invasive Carcinoma, NOS
SRX20035802	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX20035803	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX20035804	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX20035819	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX20035820	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX20035821	KELLY	CVCL_2092	ACH-000259	Peripheral Nervous System	Neuroblastoma
SRX2009541	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX2009542	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX2009543	HCT 116	CVCL_0291	ACH-000971	Bowel	Colon Adenocarcinoma
SRX20095554	JJN-3	CVCL_2078	ACH-000653	Lymphoid	Plasma Cell Myeloma
SRX20095555	JJN-3	CVCL_2078	ACH-000653	Lymphoid	Plasma Cell Myeloma
SRX20095556	JJN-3	CVCL_2078	ACH-000653	Lymphoid	Plasma Cell Myeloma
SRX20095557	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095558	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095559	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095560	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095561	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095562	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095563	MM.1S	CVCL_8792	ACH-000763	Lymphoid	Plasma Cell Myeloma
SRX20095564	MM.1S	CVCL_8792	ACH-000763	Lymphoid	Plasma Cell Myeloma
SRX20095565	MM.1S	CVCL_8792	ACH-000763	Lymphoid	Plasma Cell Myeloma
SRX20095590	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095591	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095592	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095593	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095594	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095595	KMS-11	CVCL_2989	ACH-000714	Lymphoid	Plasma Cell Myeloma
SRX20095597	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095598	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095599	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095600	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095601	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20095602	LP-1	CVCL_0012	ACH-000204	Lymphoid	Plasma Cell Myeloma
SRX20108255	COLO 668	CVCL_1128	ACH-000803	Lung	Small Cell Lung Cancer
SRX20108256	NCI-H1048	CVCL_1453	ACH-000866	Lung	Small Cell Lung Cancer
SRX20108257	NCI-H1963	CVCL_1510	ACH-000729	Lung	Small Cell Lung Cancer
SRX20108258	NCI-H211	CVCL_1529	ACH-000639	Lung	Small Cell Lung Cancer
SRX20108259	NCI-H524	CVCL_1568	ACH-000816	Lung	Small Cell Lung Cancer
SRX20108260	NCI-H526	CVCL_1569	ACH-000767	Lung	Small Cell Lung Cancer
SRX20108261	NCI-H69	CVCL_1579	ACH-000358	Lung	Small Cell Lung Cancer
SRX20108263	NCI-H889	CVCL_1598	ACH-000297	Lung	Small Cell Lung Cancer
SRX20108264	SHP-77	CVCL_1693	ACH-000790	Lung	Small Cell Lung Cancer
SRX20121535	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX20121543	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX20121551	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX20121559	SEM	CVCL_0095	ACH-000782	Lymphoid	B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23.3);KMT2A Rearranged
SRX20152814	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX20152815	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX20152816	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX20152817	MDA-MB-231	CVCL_0062	ACH-000768	Breast	Invasive Breast Carcinoma
SRX2017940	22Rv1	CVCL_1045	ACH-000956	Prostate	Prostate Adenocarcinoma
