srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX16830152	GSM6431180	H3K27ac (@ EA.hy926)	Cardiovascular	Eahy926	Endothelial	H3K27ac
SRX16830153	GSM6431181	H3K27ac (@ EA.hy926)	Cardiovascular	Eahy926	Endothelial	H3K27ac
SRX16830154	GSM6431182	H3K27ac (@ EA.hy926)	Cardiovascular	Eahy926	Endothelial	H3K27ac
SRX16830155	GSM6431183	H3K27ac (@ EA.hy926)	Cardiovascular	Eahy926	Endothelial	H3K27ac
SRX2671795	GSM2550198	H3K27ac (@ Endothelial Cells)	Cardiovascular		Endothelial cells (ECs)	Histone H3K27ac antibody (pAb)
SRX2671837	GSM2550240	H3K27ac (@ Endothelial Cells)	Cardiovascular		Endothelial cells (ECs)	Histone H3K27ac antibody (pAb)
SRX2355060	GSM2394402	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355061	GSM2394403	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355062	GSM2394404	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355063	GSM2394405	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355064	GSM2394406	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355065	GSM2394407	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355066	GSM2394408	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX2355067	GSM2394409	H3K27ac (@ HAEC)	Cardiovascular		HAEC	H3K27ac, Active Motif #39135
SRX5527603	GSM3673407	H3K27ac (@ HAEC)	Cardiovascular		HUAEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527605	GSM3673409	H3K27ac (@ HAEC)	Cardiovascular		HUAEC	H3K27ac (Abcam, catalog number ab4729)
SRX038604	GSM646414	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC		H3K27ac
SRX038605	GSM646415	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC		H3K27ac
SRX11023669	GSM5348078	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Endothelial cell	
SRX15557350	GSM6209683	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557351	GSM6209684	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557352	GSM6209685	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557353	GSM6209686	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557354	GSM6209687	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557355	GSM6209688	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557356	GSM6209689	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557357	GSM6209690	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557358	GSM6209691	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557359	GSM6209692	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557360	GSM6209693	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX15557361	GSM6209694	H3K27ac (@ HUVEC)	Cardiovascular	HUVEC	Human umbilical vein endothelial cells	H3K27ac (Active motif #39133)
SRX3601965	GSM2948582	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27Ac (MBL, MABI0309)
SRX3601966	GSM2948583	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27Ac (MBL, MABI0309)
SRX3601967	GSM2948584	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27Ac (MBL, MABI0309)
SRX3601968	GSM2948585	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27Ac (MBL, MABI0309)
SRX5527611	GSM3673415	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527613	GSM3673417	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527633	GSM3673437	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527634	GSM3673438	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527635	GSM3673439	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527639	GSM3673443	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527640	GSM3673444	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5527641	GSM3673445	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Abcam, catalog number ab4729)
SRX5548893	GSM3681487	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac, Active Motif, #39133
SRX5548894	GSM3681488	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac, Active Motif, #39133
SRX8030139	GSM4445330	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Active Motif 39133)
SRX8030140	GSM4445331	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Active Motif 39133)
SRX8030148	GSM4445321	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Active Motif 39133)
SRX8030149	GSM4445322	H3K27ac (@ HUVEC)	Cardiovascular		HUVEC	H3K27ac (Active Motif 39133)
SRX4947715	GSM3449580	H3K27ac (@ HUVEC)	Cardiovascular		HUVECs	
SRX4947716	GSM3449581	H3K27ac (@ HUVEC)	Cardiovascular		HUVECs	
SRX100255	GSM809015	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27ac
SRX151896	GSM945520	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX151897	GSM945521	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX338778	GSM1214674	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX338779	GSM1214675	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX338780	GSM1214676	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX338781	GSM1214677	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX346927	GSM1226370	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX346928	GSM1226371	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein cells	H3K27Ac
SRX4295857	GSM3215437	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein endothelial cells	H3K27ac (Abcam, ab4729)
SRX4295858	GSM3215438	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein endothelial cells	H3K27ac (Abcam, ab4729)
SRX4295859	GSM3215439	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein endothelial cells	H3K27ac (Abcam, ab4729)
SRX4295860	GSM3215440	H3K27ac (@ HUVEC)	Cardiovascular		Human umbilical vein endothelial cells	H3K27ac (Abcam, ab4729)
SRX1548210	GSM2046837	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX1548211	GSM2046838	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX1548212	GSM2046839	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX1548213	GSM2046840	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX1548214	GSM2046841	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX1548215	GSM2046842	H3K27ac (@ Wharton Jelly)	Cardiovascular		Mesenchymal stem cells	H3K27ac (2ug Abcam, AB4729)
SRX5236334	GSM3557982	H3K27ac (@ HUVEC)	Cardiovascular		Pooled HUVEC	H3K27ac (cat no. 39133, Active Motif)
SRX5236335	GSM3557983	H3K27ac (@ HUVEC)	Cardiovascular		Pooled HUVEC	H3K27ac (cat no. 39133, Active Motif)
SRX189716	GSM1009623	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	H3K27ac
SRX189717	GSM1009624	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	H3K27ac
SRX189718	GSM1009625	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	H3K27ac
SRX189719	GSM1009626	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	H3K27ac
SRX2452441	GSM2442788	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	
SRX3599284	GSM2947429	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	
SRX3599285	GSM2947430	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	
SRX3599286	GSM2947431	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	
SRX3599287	GSM2947432	H3K27ac (@ HUVEC)	Cardiovascular		Primary Human Umbilical Vein Endothelial Cells	
SRX11515979	GSM5465295	H3K27ac (@ Aortic smooth muscle cells)	Cardiovascular		Primary vascular smooth muscle cells	H3K27ac (Cell Signaling, #8173)
SRX11515987	GSM5465303	H3K27ac (@ Aortic smooth muscle cells)	Cardiovascular		Primary vascular smooth muscle cells	H3K27ac (Cell Signaling, #8173)
SRX8631022	GSM4644367	H3K27ac (@ Aortic smooth muscle cells)	Cardiovascular		Primary vascular smooth muscle cells	H3K27Ac (Cell Signaling, #8173)
SRX8631027	GSM4644372	H3K27ac (@ Aortic smooth muscle cells)	Cardiovascular		Primary vascular smooth muscle cells	H3K27Ac (Cell Signaling, #8173)
SRX8588635	GSM4629108	H3K27ac (@ Pulmonary artery endothelial cells)	Cardiovascular		Pulmonary artery endothelial cells	H3K27ac (#8173, Cell signaling Technology)
SRX8588636	GSM4629109	H3K27ac (@ Pulmonary artery endothelial cells)	Cardiovascular		Pulmonary artery endothelial cells	H3K27ac (#8173, Cell signaling Technology)
SRX8588637	GSM4629110	H3K27ac (@ Pulmonary artery endothelial cells)	Cardiovascular		Pulmonary artery endothelial cells	H3K27ac (#8173, Cell signaling Technology)
SRX8588638	GSM4629111	H3K27ac (@ Pulmonary artery endothelial cells)	Cardiovascular		Pulmonary artery endothelial cells	H3K27ac (#8173, Cell signaling Technology)
SRX16830144	GSM6431172	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830145	GSM6431173	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830156	GSM6431184	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830157	GSM6431185	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830158	GSM6431186	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830159	GSM6431187	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830160	GSM6431188	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830161	GSM6431189	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830162	GSM6431190	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX16830163	GSM6431191	H3K27ac (@ TeloHAEC)	Cardiovascular	TeloHAEC	Endothelial	H3K27ac
SRX7805833	GSM4340231	H3K27ac (@ Endothelial Cells)	Cardiovascular		Vascular endothelial cells	
SRX7805834	GSM4340232	H3K27ac (@ Endothelial Cells)	Cardiovascular		Vascular endothelial cells	
SRX7805835	GSM4340233	H3K27ac (@ Endothelial Cells)	Cardiovascular		Vascular endothelial cells	
SRX7805852	GSM4340246	H3K27ac (@ Vascular smooth muscle cells)	Cardiovascular		Vascular smooth muscle cells	
SRX7805853	GSM4340247	H3K27ac (@ Vascular smooth muscle cells)	Cardiovascular		Vascular smooth muscle cells	
SRX7805854	GSM4340248	H3K27ac (@ Vascular smooth muscle cells)	Cardiovascular		Vascular smooth muscle cells	
SRX8740181	GSM4672358	H3K27ac (@ Aortic valve interstitial cells)	Cardiovascular		aortic valve interstitial cells	
SRX10187584	GSM5111906	H3K27ac (@ HBMEC)	Cardiovascular		brain microvascular endothelial cell	
SRX10187585	GSM5111907	H3K27ac (@ HBMEC)	Cardiovascular		brain microvascular endothelial cell	
SRX2630451	GSM2527377	H3K27ac (@ Myocytes, Cardiac)	Cardiovascular		cardiac muscle cell	
SRX2630452	GSM2527378	H3K27ac (@ Myocytes, Cardiac)	Cardiovascular		cardiac muscle cell	
SRX5034831	GSM3484621	H3K27ac (@ Coronary artery smooth muscle)	Cardiovascular		coronary artery smooth muscle cells	
SRX5034832	GSM3484622	H3K27ac (@ Coronary artery smooth muscle)	Cardiovascular		coronary artery smooth muscle cells	
SRX5034834	GSM3484624	H3K27ac (@ Coronary artery smooth muscle)	Cardiovascular		coronary artery smooth muscle cells	
SRX5034835	GSM3484625	H3K27ac (@ Coronary artery smooth muscle)	Cardiovascular		coronary artery smooth muscle cells	
SRX11169134	GSM5375431	H3K27ac (@ Endothelial Cells)	Cardiovascular		endothelial cell	
SRX11169135	GSM5375432	H3K27ac (@ Endothelial Cells)	Cardiovascular		endothelial cell	
SRX425256	GSM1305204	H3K27ac (@ HUVEC)	Cardiovascular		endothelium	H3K27ac
SRX425257	GSM1305205	H3K27ac (@ HUVEC)	Cardiovascular		endothelium	H3K27ac
SRX425258	GSM1305206	H3K27ac (@ HUVEC)	Cardiovascular		endothelium	H3K27ac
SRX7054593	GSM4139521	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054594	GSM4139522	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054595	GSM4139523	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054596	GSM4139524	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054597	GSM4139525	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054598	GSM4139526	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054599	GSM4139527	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054600	GSM4139528	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054601	GSM4139529	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054602	GSM4139530	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054603	GSM4139531	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054604	GSM4139532	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054605	GSM4139533	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054606	GSM4139534	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054607	GSM4139535	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054608	GSM4139536	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054801	GSM4139537	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054802	GSM4139538	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054803	GSM4139539	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054804	GSM4139540	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054805	GSM4139541	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054806	GSM4139542	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054807	GSM4139543	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054808	GSM4139544	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054809	GSM4139545	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054810	GSM4139546	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054811	GSM4139547	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054812	GSM4139548	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054813	GSM4139549	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054814	GSM4139550	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054815	GSM4139551	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054816	GSM4139552	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054855	GSM4139479	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054856	GSM4139480	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054857	GSM4139481	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054858	GSM4139482	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054859	GSM4139483	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054860	GSM4139484	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054861	GSM4139485	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054862	GSM4139486	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054863	GSM4139487	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054864	GSM4139488	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054865	GSM4139553	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054866	GSM4139554	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054867	GSM4139555	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054868	GSM4139556	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054869	GSM4139557	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054870	GSM4139558	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054871	GSM4139559	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054872	GSM4139560	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054873	GSM4139561	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054874	GSM4139562	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054875	GSM4139563	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054876	GSM4139564	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054877	GSM4139565	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054878	GSM4139566	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054879	GSM4139567	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054880	GSM4139568	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054913	GSM4139489	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054914	GSM4139490	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054915	GSM4139491	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054916	GSM4139492	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054917	GSM4139493	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054918	GSM4139494	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054919	GSM4139495	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054920	GSM4139496	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054921	GSM4139497	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054922	GSM4139498	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054923	GSM4139499	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054924	GSM4139500	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054925	GSM4139501	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054926	GSM4139502	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054927	GSM4139503	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054928	GSM4139504	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054929	GSM4139569	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054930	GSM4139570	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054977	GSM4139505	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054978	GSM4139506	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054979	GSM4139507	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054980	GSM4139508	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054981	GSM4139509	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054982	GSM4139510	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054983	GSM4139511	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054984	GSM4139512	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054985	GSM4139513	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054986	GSM4139514	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054987	GSM4139515	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054988	GSM4139516	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054989	GSM4139517	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054990	GSM4139518	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054991	GSM4139519	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX7054992	GSM4139520	H3K27ac (@ HAEC)	Cardiovascular		human aortic endothelial cell	Active Motif #39135
SRX5345174	GSM3593232	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345175	GSM3593233	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345176	GSM3593234	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345177	GSM3593235	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345178	GSM3593236	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345179	GSM3593237	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345180	GSM3593238	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345181	GSM3593239	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX5345182	GSM3593240	H3K27ac (@ HAEC)	Cardiovascular		immortalized Human Aortic Endothelial Cells	H3K27ac (Diagenode; C15410196)
SRX9724132	GSM4986952	H3K27ac (@ Induced cardiomyocytes)	Cardiovascular	induced cardiomyocytes		
SRX9724133	GSM4986953	H3K27ac (@ Induced cardiomyocytes)	Cardiovascular	induced cardiomyocytes		
SRX9724134	GSM4986954	H3K27ac (@ Induced cardiomyocytes)	Cardiovascular	induced cardiomyocytes		
SRX9724135	GSM4986955	H3K27ac (@ Induced cardiomyocytes)	Cardiovascular	induced cardiomyocytes		
SRX20700576	GSM7494225	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700577	GSM7494226	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700578	GSM7494227	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
