srx	gsm	name	cell_group	cell_line	cell_type	antibody
SRX20700579	GSM7494228	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700580	GSM7494229	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700581	GSM7494230	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700582	GSM7494231	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700583	GSM7494232	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700584	GSM7494233	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700585	GSM7494234	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700586	GSM7494235	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX20700587	GSM7494236	H3K27ac (@ HUVEC)	Cardiovascular	primary cells	Human Umbilical Vein Endohtelial Cell (HUVEC)	
SRX10341645	GSM5172177	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10341646	GSM5172178	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10341647	GSM5172179	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10341648	GSM5172180	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10341649	GSM5172181	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10341650	GSM5172182	H3K27ac (@ Pulmonary arterial smooth muscle cells)	Cardiovascular		pulmonary arterial smooth muscle cells	H3K27ac
SRX10037233	GSM5066854	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037234	GSM5066855	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037235	GSM5066856	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037236	GSM5066857	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037237	GSM5066858	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037238	GSM5066859	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037239	GSM5066860	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037240	GSM5066861	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037241	GSM5066838	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037242	GSM5066839	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037243	GSM5066840	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037244	GSM5066841	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037245	GSM5066842	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037246	GSM5066843	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037247	GSM5066844	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037248	GSM5066845	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037249	GSM5066862	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037250	GSM5066863	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037251	GSM5066864	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037252	GSM5066865	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037253	GSM5066866	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037325	GSM5066846	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037326	GSM5066847	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037327	GSM5066848	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037328	GSM5066849	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037329	GSM5066850	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037330	GSM5066851	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX10037331	GSM5066852	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX10037332	GSM5066853	H3K27ac (@ Colorectal cancer cell lines)	Digestive tract			
SRX13006760	GSM5667747	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX13006761	GSM5667748	H3K27ac (@ Colonic mucosa)	Digestive tract			
SRX1474441	GSM1969552	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474442	GSM1969553	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474443	GSM1969554	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474445	GSM1969556	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474464	GSM1969575	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474467	GSM1969578	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474470	GSM1969581	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474473	GSM1969584	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474477	GSM1969588	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474481	GSM1969592	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474485	GSM1969596	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474489	GSM1969600	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474493	GSM1969604	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474497	GSM1969608	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474500	GSM1969612	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474504	GSM1969616	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474508	GSM1969620	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474512	GSM1969624	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474526	GSM1969638	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474530	GSM1969642	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474533	GSM1969645	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474536	GSM1969648	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474539	GSM1969651	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474542	GSM1969654	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474545	GSM1969657	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474548	GSM1969660	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474551	GSM1969663	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1474554	GSM1969666	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491509	GSM1975107	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491510	GSM1975108	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491511	GSM1975109	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491513	GSM1975111	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491532	GSM1975130	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491535	GSM1975133	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491538	GSM1975136	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491541	GSM1975139	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491545	GSM1975143	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491549	GSM1975147	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491553	GSM1975151	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491557	GSM1975155	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491561	GSM1975159	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491565	GSM1975163	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491569	GSM1975167	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491573	GSM1975171	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491577	GSM1975175	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491581	GSM1975179	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491595	GSM1975193	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491599	GSM1975197	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491602	GSM1975200	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491605	GSM1975203	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491608	GSM1975206	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491611	GSM1975209	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491614	GSM1975212	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491617	GSM1975215	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491620	GSM1975218	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1491623	GSM1975221	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX152074	GSM945853	H3K27ac (@ HCT 116)	Digestive tract			
SRX1528475	GSM2037490	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528476	GSM2037491	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528477	GSM2037492	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528478	GSM2037493	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528479	GSM2037494	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528480	GSM2037495	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528484	GSM2037499	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528487	GSM2037502	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX1528498	GSM2037513	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27Ac
SRX153150	GSM946854	H3K27ac (@ HCT 116)	Digestive tract			H3K27ac (Abcam, ab4729, lot#GR6802-1)
SRX15489715	GSM6204417	H3K27ac (@ DLD-1)	Digestive tract			H3K27ac (Abcam, ab4729)
SRX15489716	GSM6204418	H3K27ac (@ DLD-1)	Digestive tract			H3K27ac (Abcam, ab4729)
SRX15489717	GSM6204419	H3K27ac (@ DLD-1)	Digestive tract			H3K27ac (Abcam, ab4729)
SRX15489718	GSM6204420	H3K27ac (@ DLD-1)	Digestive tract			H3K27ac (Abcam, ab4729)
SRX1568598	GSM2058021	H3K27ac (@ Colon crypt)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568599	GSM2058022	H3K27ac (@ Colon crypt)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568600	GSM2058023	H3K27ac (@ Colon crypt)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568601	GSM2058024	H3K27ac (@ Colon crypt)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568630	GSM2058053	H3K27ac (@ Colorectal cancer)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568631	GSM2058054	H3K27ac (@ Colorectal cancer)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568632	GSM2058055	H3K27ac (@ Colorectal cancer)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX1568633	GSM2058056	H3K27ac (@ Colorectal cancer)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729)
SRX21278556	GSM7688226	H3K27ac (@ Gastric cancer cells)	Digestive tract			H3K27ac (Diagenode C15410174)
SRX21278557	GSM7688227	H3K27ac (@ Gastric cancer cells)	Digestive tract			H3K27ac (Diagenode C15410174)
SRX21278558	GSM7688228	H3K27ac (@ Gastric cancer cells)	Digestive tract			H3K27ac (Diagenode C15410174)
SRX21278559	GSM7688229	H3K27ac (@ Gastric cancer cells)	Digestive tract			H3K27ac (Diagenode C15410174)
SRX3009976	GSM2698634	H3K27ac (@ Stomach)	Digestive tract			
SRX3010020	GSM2699699	H3K27ac (@ Colon, Sigmoid)	Digestive tract			
SRX3010121	GSM2700578	H3K27ac (@ Gastroesophageal sphincter)	Digestive tract			
SRX3010232	GSM2701748	H3K27ac (@ Esophagus squamous epithelium)	Digestive tract			
SRX3010292	GSM2698617	H3K27ac (@ Esophagus muscularis mucosa)	Digestive tract			
SRX3043698	GSM2719748	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043699	GSM2719749	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043700	GSM2719750	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043701	GSM2719751	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043702	GSM2719752	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043703	GSM2719753	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043704	GSM2719754	H3K27ac (@ HCT 116)	Digestive tract			
SRX3043705	GSM2719755	H3K27ac (@ HCT 116)	Digestive tract			
SRX3160961	GSM2771965	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160962	GSM2771966	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160963	GSM2771967	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160964	GSM2771968	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160965	GSM2771969	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160966	GSM2771970	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160967	GSM2771971	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160968	GSM2771972	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160969	GSM2771973	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160970	GSM2771974	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160976	GSM2771980	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160977	GSM2771981	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160978	GSM2771982	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160979	GSM2771983	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160980	GSM2771984	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160981	GSM2771985	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160982	GSM2771986	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160983	GSM2771987	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160984	GSM2771988	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3160985	GSM2771989	H3K27ac (@ Intestinal organoids)	Digestive tract			
SRX3394270	GSM2857645	H3K27ac (@ SW 480)	Digestive tract			H3K27ac (Abcam Cat. No. ab4729)
SRX3394276	GSM2857651	H3K27ac (@ SW 620)	Digestive tract			H3K27ac (Abcam Cat. No. ab4729)
SRX369071	GSM1252274	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369075	GSM1252278	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369079	GSM1252282	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369083	GSM1252286	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369087	GSM1252290	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369091	GSM1252294	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369109	GSM1252312	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369113	GSM1252316	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369117	GSM1252320	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX369121	GSM1252324	H3K27ac (@ Gastric primary sample)	Digestive tract			H3K27ac
SRX3734333	GSM3020148	H3K27ac (@ Colon Carcinoma)	Digestive tract			
SRX3734335	GSM3020150	H3K27ac (@ Colon Carcinoma)	Digestive tract			
SRX3734337	GSM3020152	H3K27ac (@ Colon Carcinoma)	Digestive tract			
SRX3734339	GSM3020154	H3K27ac (@ Colon Carcinoma)	Digestive tract			
SRX3944328	GSM3100241	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX3944330	GSM3100243	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX3944332	GSM3100245	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX3944334	GSM3100247	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX3944336	GSM3100249	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX3944338	GSM3100251	H3K27ac (@ Gastrointestinal Stromal Tumors)	Digestive tract			H3K27ac, Abcam ab4729
SRX5343521	GSM3592807	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343523	GSM3592809	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343524	GSM3592810	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343525	GSM3592811	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343526	GSM3592812	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343527	GSM3592813	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343528	GSM3592814	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343529	GSM3592815	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343530	GSM3592816	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343531	GSM3592817	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343532	GSM3592818	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX5343533	GSM3592819	H3K27ac (@ LoVo)	Digestive tract			rabbit anti-H3K27ac (Abcam #4729).
SRX6704728	GSM4027450	H3K27ac (@ Appendix)	Digestive tract			H3K27ac
SRX6704729	GSM4027451	H3K27ac (@ Appendix)	Digestive tract			H3K27ac
SRX6704730	GSM4027452	H3K27ac (@ Appendix)	Digestive tract			H3K27ac
SRX6783951	GSM4050892	H3K27ac (@ Esophagus squamous epithelium)	Digestive tract			
SRX6783952	GSM4050893	H3K27ac (@ Esophagus squamous epithelium)	Digestive tract			
SRX6802700	GSM4060944	H3K27ac (@ Colon)	Digestive tract			
SRX6802707	GSM4060951	H3K27ac (@ Colon)	Digestive tract			
SRX6802714	GSM4060958	H3K27ac (@ Colon)	Digestive tract			
SRX6802721	GSM4060965	H3K27ac (@ Colon)	Digestive tract			
SRX6802728	GSM4060972	H3K27ac (@ Colon)	Digestive tract			
SRX6802735	GSM4060979	H3K27ac (@ Colon)	Digestive tract			
SRX6802742	GSM4060986	H3K27ac (@ Colon)	Digestive tract			
SRX6802753	GSM4060997	H3K27ac (@ Colon)	Digestive tract			
SRX6802760	GSM4061004	H3K27ac (@ Colon)	Digestive tract			
SRX6802767	GSM4061011	H3K27ac (@ Colon)	Digestive tract			
SRX6802777	GSM4061021	H3K27ac (@ Colon)	Digestive tract			
SRX6802784	GSM4061028	H3K27ac (@ Colon)	Digestive tract			
SRX6802791	GSM4061035	H3K27ac (@ Colon)	Digestive tract			
SRX6802798	GSM4061042	H3K27ac (@ Colon)	Digestive tract			
SRX6802804	GSM4061048	H3K27ac (@ Colon)	Digestive tract			
SRX6802811	GSM4061055	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802818	GSM4061062	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802825	GSM4061069	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802831	GSM4061075	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802838	GSM4061082	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802844	GSM4061088	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802851	GSM4061095	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802858	GSM4061102	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802865	GSM4061109	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802872	GSM4061116	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802879	GSM4061123	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802886	GSM4061130	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802893	GSM4061137	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802900	GSM4061144	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802907	GSM4061151	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802914	GSM4061158	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802918	GSM4061162	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802920	GSM4061164	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802922	GSM4061166	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802924	GSM4061168	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802926	GSM4061170	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802928	GSM4061172	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802930	GSM4061174	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802932	GSM4061176	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802934	GSM4061178	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802936	GSM4061180	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802938	GSM4061182	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802940	GSM4061184	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802942	GSM4061186	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802944	GSM4061188	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802946	GSM4061190	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802948	GSM4061192	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802950	GSM4061194	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802952	GSM4061196	H3K27ac (@ Colorectal cancer)	Digestive tract			
SRX6802954	GSM4061198	H3K27ac (@ Colon adenoma)	Digestive tract			
SRX6802956	GSM4061200	H3K27ac (@ Colon adenoma)	Digestive tract			
SRX6802958	GSM4061202	H3K27ac (@ Colon adenoma)	Digestive tract			
SRX6802960	GSM4061204	H3K27ac (@ Colon adenoma)	Digestive tract			
SRX6802962	GSM4061206	H3K27ac (@ Colon)	Digestive tract			
SRX6802964	GSM4061208	H3K27ac (@ Colon)	Digestive tract			
SRX6802966	GSM4061210	H3K27ac (@ Colon)	Digestive tract			
SRX6802968	GSM4061212	H3K27ac (@ Colon)	Digestive tract			
SRX6970838	GSM4115602	H3K27ac (@ HCT 116)	Digestive tract			H3K27ac(abcam,ab4729)
SRX6970839	GSM4115603	H3K27ac (@ HCT 116)	Digestive tract			H3K27ac(abcam,ab4729)
SRX7089176	GSM4146381	H3K27ac (@ Gastroesophageal sphincter)	Digestive tract			
